verb_lemma	P(verb)	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_odds_ratio
düğümle	0.0	0.064	0.0	2.173913043478261e-12	
rendele	0.0	0.064	0.0	2.173913043478261e-12	
asfaltla	0.0	0.064	0.0	0.021739130434782608	
bordala	0.0	0.064	0.0	2.2222222222222224e-12	
akset	0.0	0.064	0.0	0.7111111111111111	
arala	0.0	0.064	0.0	2.2222222222222224e-12	
işe	0.0	0.064	0.0	0.022727272727272728	
ekşi	0.0	0.064	0.0	0.3409090909090909	
tabakla	0.0	0.064	0.0	2.272727272727273e-12	
demle	0.0	0.064	0.0	2.272727272727273e-12	
güdümle	0.0	0.064	0.0	2.272727272727273e-12	
köpür	0.0	0.064	0.0	0.20454545454545456	
kucaklaş	0.0	0.064	0.0	0.022727272727272728	
çaprazla	0.0	0.064	0.0	2.325581395348837e-12	
kümele	0.0	0.064	0.0	2.325581395348837e-12	
incin	0.0	0.064	0.0	2.325581395348837e-12	
kıvır	0.0	0.064	0.0	0.023255813953488372	
ıskala	0.0	0.064	0.0	2.3809523809523812e-12	
horla	0.0	0.064	0.0	0.023809523809523808	
sarkıt	0.0	0.064	0.0	2.3809523809523812e-12	
tüt	0.0	0.064	0.0	0.21428571428571427	
bitiş	0.0	0.064	0.0	0.40476190476190477	
bez	0.0	0.064	0.0	0.47619047619047616	
kotar	0.0	0.064	0.0	0.07142857142857142	
dizginle	0.0	0.064	0.0	2.3809523809523812e-12	
yaşar	0.0	0.064	0.0	0.07142857142857142	
gerçekle	0.0	0.064	0.0	0.023809523809523808	
kak	0.0	0.064	0.0	2.4390243902439026e-12	
çırpın	0.0	0.064	0.0	2.4390243902439026e-12	
öykün	0.0	0.064	0.0	2.4390243902439026e-12	
telaşlan	0.0	0.064	0.0	0.3170731707317073	
lekele	0.0	0.064	0.0	2.4390243902439026e-12	
kara	0.0	0.064	0.0	0.6829268292682927	
ürküt	0.0	0.064	0.0	2.4390243902439026e-12	
il	0.0	0.064	0.0	2.4390243902439026e-12	
ulu	0.0	0.064	0.0	2.5000000000000003e-12	
yoksun	0.0	0.064	0.0	2.5000000000000003e-12	
diret	0.0	0.064	0.0	2.5000000000000003e-12	
tüne	0.0	0.064	0.0	2.5000000000000003e-12	
yeşillen	0.0	0.064	0.0	0.675	
kaşı	0.0	0.064	0.0	2.5000000000000003e-12	
yüreklen	0.0	0.064	0.0	0.925	
baltala	0.0	0.064	0.0	2.5000000000000003e-12	
uslan	0.0	0.064	0.0	0.075	
tersin	0.0	0.064	0.0	2.5000000000000003e-12	
lehimle	0.0	0.064	0.0	2.5000000000000003e-12	
devin	0.0	0.064	0.0	0.05128205128205128	
ucuzla	0.0	0.064	0.0	0.1794871794871795	
tekmele	0.0	0.064	0.0	2.564102564102564e-12	
eksilt	0.0	0.064	0.0	2.564102564102564e-12	
buna	0.0	0.064	0.0	2.564102564102564e-12	
fırçala	0.0	0.064	0.0	2.564102564102564e-12	
montajla	0.0	0.064	0.0	2.631578947368421e-12	
konumla	0.0	0.064	0.0	2.631578947368421e-12	
kon(II)	0.0	0.064	0.0	2.631578947368421e-12	
gev	0.0	0.064	0.0	2.631578947368421e-12	
ambalajla	0.0	0.064	0.0	2.631578947368421e-12	
nemlen	0.0	0.064	0.0	0.631578947368421	
mırıldan	0.0	0.064	0.0	2.631578947368421e-12	
akaçla	0.0	0.064	0.0	2.631578947368421e-12	
buzlan	0.0	0.064	0.0	2.631578947368421e-12	
bileş	0.0	0.064	0.0	0.3783783783783784	
doğrul	0.0	0.064	0.0	0.02702702702702703	
ıraksa	0.0	0.064	0.0	2.702702702702703e-12	
kökleş	0.0	0.064	0.0	0.10810810810810811	
hazmet	0.0	0.064	0.0	0.08108108108108109	
büyült	0.0	0.064	0.0	2.702702702702703e-12	
alıkonul	0.0	0.064	0.0	2.702702702702703e-12	
koşuş	0.0	0.064	0.0	0.8378378378378378	
tiksin	0.0	0.064	0.0	0.13513513513513514	
yuhala	0.0	0.064	0.0	0.02702702702702703	
taşın	0.0	0.064	0.0	0.02702702702702703	
perdele	0.0	0.064	0.0	2.7777777777777777e-12	
grupla	0.0	0.064	0.0	2.7777777777777777e-12	
sersemle	0.0	0.064	0.0	0.6388888888888888	
postala	0.0	0.064	0.0	2.7777777777777777e-12	
dola	0.0	0.064	0.0	0.05555555555555555	
tomurcuklan	0.0	0.064	0.0	2.8571428571428574e-12	
duyumsa	0.0	0.064	0.0	0.05714285714285714	
geçiş	0.0	0.064	0.0	0.7142857142857143	
ölçümle	0.0	0.064	0.0	2.8571428571428574e-12	
tütsüle	0.0	0.064	0.0	2.9411764705882352e-12	
tık	0.0	0.064	0.0	0.058823529411764705	
kar	0.0	0.064	0.0	2.9411764705882352e-12	
iğnele	0.0	0.064	0.0	2.9411764705882352e-12	
ayıpla	0.0	0.064	0.0	2.9411764705882352e-12	
sarmala	0.0	0.064	0.0	2.9411764705882352e-12	
düz	0.0	0.064	0.0	2.9411764705882352e-12	
emekle	0.0	0.064	0.0	2.9411764705882352e-12	
kımılda	0.0	0.064	0.0	0.09090909090909091	
harla	0.0	0.064	0.0	3.0303030303030305e-12	
eş	0.0	0.064	0.0	3.0303030303030305e-12	
ota	0.0	0.064	0.0	3.0303030303030305e-12	
kaçış	0.0	0.064	0.0	3.0303030303030305e-12	
acık	0.0	0.064	0.0	0.030303030303030304	
çatallan	0.0	0.064	0.0	0.030303030303030304	
iğren	0.0	0.064	0.0	0.0625	
palazla	0.0	0.064	0.0	3.125e-12	
eğril	0.0	0.064	0.0	3.125e-12	
hançerle	0.0	0.064	0.0	0.1875	
ağrı	0.0	0.064	0.0	0.28125	
boğumla	0.0	0.064	0.0	3.125e-12	
öksür	0.0	0.064	0.0	3.125e-12	
kamçıla	0.0	0.064	0.0	3.225806451612903e-12	
sün	0.0	0.064	0.0	0.12903225806451613	
yeniş	0.0	0.064	0.0	3.225806451612903e-12	
duygulan	0.0	0.064	0.0	0.3225806451612903	
tırmala	0.0	0.064	0.0	3.225806451612903e-12	
yit	0.0	0.064	0.0	0.03225806451612903	
şımar	0.0	0.064	0.0	0.7419354838709677	
evir	0.0	0.064	0.0	3.225806451612903e-12	
mıknatıslan	0.0	0.064	0.0	3.225806451612903e-12	
sigortala	0.0	0.064	0.0	0.06666666666666667	
bun	0.0	0.064	0.0	3.3333333333333335e-12	
avut	0.0	0.064	0.0	3.3333333333333335e-12	
sabırsızlan	0.0	0.064	0.0	3.3333333333333335e-12	
meylet	0.0	0.064	0.0	0.03333333333333333	
sayıkla	0.0	0.064	0.0	3.3333333333333335e-12	
tasla	0.0	0.064	0.0	3.3333333333333335e-12	
mükâfatlandır	0.0	0.064	0.0	3.3333333333333335e-12	
gürle	0.0	0.064	0.0	0.03333333333333333	
beyazlat	0.0	0.064	0.0	3.4482758620689658e-12	
gıdıkla	0.0	0.064	0.0	3.4482758620689658e-12	
sabret	0.0	0.064	0.0	3.4482758620689658e-12	
pus	0.0	0.064	0.0	3.4482758620689658e-12	
doluş	0.0	0.064	0.0	3.4482758620689658e-12	
tökezle	0.0	0.064	0.0	3.4482758620689658e-12	
irkil	0.0	0.064	0.0	0.13793103448275862	
hopla	0.0	0.064	0.0	0.10714285714285714	
kokuş	0.0	0.064	0.0	3.5714285714285716e-12	
didiş	0.0	0.064	0.0	3.5714285714285716e-12	
yed	0.0	0.064	0.0	3.5714285714285716e-12	
vuruş	0.0	0.064	0.0	0.03571428571428571	
sızla	0.0	0.064	0.0	0.037037037037037035	
hakket	0.0	0.064	0.0	0.037037037037037035	
uslamla	0.0	0.064	0.0	3.703703703703704e-12	
yokla	0.0	0.064	0.0	3.703703703703704e-12	
sın	0.0	0.064	0.0	3.703703703703704e-12	
karıncalan	0.0	0.064	0.0	0.037037037037037035	
büzüş	0.0	0.064	0.0	0.038461538461538464	
tartakla	0.0	0.064	0.0	0.038461538461538464	
mele	0.0	0.064	0.0	0.4230769230769231	
methet	0.0	0.064	0.0	3.846153846153846e-12	
özümle	0.0	0.064	0.0	0.038461538461538464	
hapşır	0.0	0.064	0.0	3.846153846153846e-12	
çömel	0.0	0.064	0.0	3.846153846153846e-12	
yumrukla	0.0	0.064	0.0	3.846153846153846e-12	
belle	0.0	0.064	0.0	0.4230769230769231	
yama	0.0	0.064	0.0	3.846153846153846e-12	
gagala	0.0	0.064	0.0	3.846153846153846e-12	
defet	0.0	0.064	0.0	4e-12	
ötele	0.0	0.064	0.0	4e-12	
tohumla	0.0	0.064	0.0	4e-12	
vasıflan	0.0	0.064	0.0	0.96	
tokatla	0.0	0.064	0.0	4e-12	
çivile	0.0	0.064	0.0	4e-12	
küfret	0.0	0.064	0.0	4e-12	
buğula	0.0	0.064	0.0	4e-12	
eşele	0.0	0.064	0.0	4e-12	
ban	0.0	0.064	0.0	4e-12	
söv	0.0	0.064	0.0	4e-12	
tüylen	0.0	0.064	0.0	0.08333333333333333	
sıfırla	0.0	0.064	0.0	4.166666666666667e-12	
yutkun	0.0	0.064	0.0	4.166666666666667e-12	
kekele	0.0	0.064	0.0	4.166666666666667e-12	
imle	0.0	0.064	0.0	4.166666666666667e-12	
deş	0.0	0.064	0.0	4.166666666666667e-12	
dürt	0.0	0.064	0.0	4.166666666666667e-12	
açkıla	0.0	0.064	0.0	4.166666666666667e-12	
kurcala	0.0	0.064	0.0	4.347826086956522e-12	
törpüle	0.0	0.064	0.0	4.347826086956522e-12	
ortala	0.0	0.064	0.0	4.347826086956522e-12	
örsele	0.0	0.064	0.0	4.347826086956522e-12	
hecele	0.0	0.064	0.0	4.347826086956522e-12	
sendele	0.0	0.064	0.0	4.347826086956522e-12	
parselle	0.0	0.064	0.0	0.043478260869565216	
katıl	0.0	0.064	0.0	4.347826086956522e-12	
çerçevele	0.0	0.064	0.0	0.043478260869565216	
imren	0.0	0.064	0.0	0.13043478260869565	
çıkış	0.0	0.064	0.0	4.347826086956522e-12	
uyukla	0.0	0.064	0.0	4.347826086956522e-12	
vazifelendir	0.0	0.064	0.0	4.347826086956522e-12	
zıtlaş	0.0	0.064	0.0	4.347826086956522e-12	
hasret	0.0	0.064	0.0	4.545454545454546e-12	
gecele	0.0	0.064	0.0	4.545454545454546e-12	
dikleş	0.0	0.064	0.0	0.4090909090909091	
dörtle	0.0	0.064	0.0	4.545454545454546e-12	
hikâyele	0.0	0.064	0.0	4.545454545454546e-12	
terasla	0.0	0.064	0.0	4.545454545454546e-12	
bulgula	0.0	0.064	0.0	4.7619047619047624e-12	
alar	0.0	0.064	0.0	4.7619047619047624e-12	
vergile	0.0	0.064	0.0	4.7619047619047624e-12	
ay	0.0	0.064	0.0	4.7619047619047624e-12	
panikle	0.0	0.064	0.0	4.7619047619047624e-12	
böbürlen	0.0	0.064	0.0	5.0000000000000005e-12	
artakal	0.0	0.064	0.0	5.0000000000000005e-12	
tınla	0.0	0.064	0.0	0.1	
neşelen	0.0	0.064	0.0	0.7	
közle	0.0	0.064	0.0	5.0000000000000005e-12	
dil	0.0	0.064	0.0	5.0000000000000005e-12	
yükseltge	0.0	0.064	0.0	5.0000000000000005e-12	
göçür	0.0	0.064	0.0	5.0000000000000005e-12	
düzle	0.0	0.064	0.0	0.2	
tezgâhla	0.0	0.064	0.0	5.0000000000000005e-12	
ihtisaslaş	0.0	0.064	0.0	5.0000000000000005e-12	
üstele	0.0	0.064	0.0	5.0000000000000005e-12	
çalımla	0.0	0.064	0.0	5.0000000000000005e-12	
afalla	0.0	0.064	0.0	0.1	
didin	0.0	0.064	0.0	5.0000000000000005e-12	
kanıksa	0.0	0.064	0.0	5.0000000000000005e-12	
paslaş	0.0	0.064	0.0	5.0000000000000005e-12	
boğazla	0.0	0.064	0.0	0.05	
dadan	0.0	0.064	0.0	5.263157894736842e-12	
kert	0.0	0.064	0.0	5.263157894736842e-12	
hayıflan	0.0	0.064	0.0	5.263157894736842e-12	
kelepçele	0.0	0.064	0.0	5.263157894736842e-12	
haczet	0.0	0.064	0.0	0.21052631578947367	
akdet	0.0	0.064	0.0	5.263157894736842e-12	
bürü	0.0	0.064	0.0	5.263157894736842e-12	
selamlaş	0.0	0.064	0.0	5.263157894736842e-12	
yalpala	0.0	0.064	0.0	5.263157894736842e-12	
zımparala	0.0	0.064	0.0	0.05263157894736842	
azlolun	0.0	0.064	0.0	5.263157894736842e-12	
avun	0.0	0.064	0.0	5.263157894736842e-12	
elle	0.0	0.064	0.0	0.7894736842105263	
dosyala	0.0	0.064	0.0	5.263157894736842e-12	
paralelleştir	0.0	0.064	0.0	5.263157894736842e-12	
öyküle	0.0	0.064	0.0	5.5555555555555555e-12	
silkin	0.0	0.064	0.0	5.5555555555555555e-12	
bulan	0.0	0.064	0.0	1.0	
sıvazla	0.0	0.064	0.0	5.5555555555555555e-12	
şahlan	0.0	0.064	0.0	0.1111111111111111	
sivrilt	0.0	0.064	0.0	5.5555555555555555e-12	
yaldızla	0.0	0.064	0.0	5.5555555555555555e-12	
ıh	0.0	0.064	0.0	5.5555555555555555e-12	
düze	0.0	0.064	0.0	0.2222222222222222	
özdeştir	0.0	0.064	0.0	5.5555555555555555e-12	
nicele	0.0	0.064	0.0	5.5555555555555555e-12	
sevdalan	0.0	0.064	0.0	5.5555555555555555e-12	
göze	0.0	0.064	0.0	5.5555555555555555e-12	
defol	0.0	0.064	0.0	5.5555555555555555e-12	
söyleş	0.0	0.064	0.0	5.8823529411764704e-12	
hortla	0.0	0.064	0.0	0.17647058823529413	
seğir	0.0	0.064	0.0	0.35294117647058826	
mayınla	0.0	0.064	0.0	0.058823529411764705	
dalaş	0.0	0.064	0.0	5.8823529411764704e-12	
bakın	0.0	0.064	0.0	5.8823529411764704e-12	
süblimleş	0.0	0.064	0.0	5.8823529411764704e-12	
kalıpla	0.0	0.064	0.0	5.8823529411764704e-12	
böğür	0.0	0.064	0.0	5.8823529411764704e-12	
ferahla	0.0	0.064	0.0	0.5294117647058824	
numarala	0.0	0.064	0.0	5.8823529411764704e-12	
ula	0.0	0.064	0.0	5.8823529411764704e-12	
miyavla	0.0	0.064	0.0	5.8823529411764704e-12	
dağla	0.0	0.064	0.0	0.11764705882352941	
haddele	0.0	0.064	0.0	5.8823529411764704e-12	
sezinle	0.0	0.064	0.0	5.8823529411764704e-12	
bastır	0.0	0.064	0.0	1.0	
gülüş	0.0	0.064	0.0	5.8823529411764704e-12	
şakalaş	0.0	0.064	0.0	6.25e-12	
külle	0.0	0.064	0.0	6.25e-12	
bunalt	0.0	0.064	0.0	6.25e-12	
gururlan	0.0	0.064	0.0	0.5	
odaklaş	0.0	0.064	0.0	0.25	
tozlan	0.0	0.064	0.0	0.0625	
kudur	0.0	0.064	0.0	0.125	
ufal	0.0	0.064	0.0	0.375	
çekil	0.0	0.064	0.0	6.25e-12	
geber	0.0	0.064	0.0	0.125	
çullan	0.0	0.064	0.0	6.25e-12	
öncele	0.0	0.064	0.0	6.25e-12	
dinamitle	0.0	0.064	0.0	6.25e-12	
ürper	0.0	0.064	0.0	0.4375	
homurdan	0.0	0.064	0.0	6.666666666666667e-12	
buruş	0.0	0.064	0.0	0.4	
tersle	0.0	0.064	0.0	6.666666666666667e-12	
bayramlaş	0.0	0.064	0.0	6.666666666666667e-12	
yetir	0.0	0.064	0.0	6.666666666666667e-12	
kamplaş	0.0	0.064	0.0	0.06666666666666667	
ağ	0.0	0.064	0.0	6.666666666666667e-12	
ciltle	0.0	0.064	0.0	0.2	
ılı	0.0	0.064	0.0	0.26666666666666666	
gölgelen	0.0	0.064	0.0	1.0	
heveslen	0.0	0.064	0.0	0.35714285714285715	
yaftala	0.0	0.064	0.0	7.142857142857143e-12	
çatırda	0.0	0.064	0.0	0.07142857142857142	
nikâhla	0.0	0.064	0.0	0.07142857142857142	
sayımla	0.0	0.064	0.0	7.142857142857143e-12	
morar	0.0	0.064	0.0	7.142857142857143e-12	
depreş	0.0	0.064	0.0	0.14285714285714285	
silkele	0.0	0.064	0.0	7.142857142857143e-12	
gıcırda	0.0	0.064	0.0	0.35714285714285715	
fişle	0.0	0.064	0.0	7.142857142857143e-12	
doğaçla	0.0	0.064	0.0	7.142857142857143e-12	
hıçkır	0.0	0.064	0.0	7.142857142857143e-12	
bozuş	0.0	0.064	0.0	7.142857142857143e-12	
bodosla	0.0	0.064	0.0	7.142857142857143e-12	
oranla	0.0	0.064	0.0	7.142857142857143e-12	
solla	0.0	0.064	0.0	7.142857142857143e-12	
kahret	0.0	0.064	0.0	7.692307692307693e-12	
boşla	0.0	0.064	0.0	7.692307692307693e-12	
hırla	0.0	0.064	0.0	7.692307692307693e-12	
yon	0.0	0.064	0.0	7.692307692307693e-12	
hatmet	0.0	0.064	0.0	7.692307692307693e-12	
sırıt	0.0	0.064	0.0	7.692307692307693e-12	
dit	0.0	0.064	0.0	7.692307692307693e-12	
pulla	0.0	0.064	0.0	0.07692307692307693	
bandır	0.0	0.064	0.0	7.692307692307693e-12	
menet	0.0	0.064	0.0	7.692307692307693e-12	
kırk	0.0	0.064	0.0	7.692307692307693e-12	
tuşla	0.0	0.064	0.0	7.692307692307693e-12	
balla	0.0	0.064	0.0	0.15384615384615385	
şişmanla	0.0	0.064	0.0	0.23076923076923078	
takış	0.0	0.064	0.0	7.692307692307693e-12	
topaklan	0.0	0.064	0.0	7.692307692307693e-12	
üşüş	0.0	0.064	0.0	7.692307692307693e-12	
itiş	0.0	0.064	0.0	8.333333333333334e-12	
saçmala	0.0	0.064	0.0	8.333333333333334e-12	
geğir	0.0	0.064	0.0	8.333333333333334e-12	
formatla	0.0	0.064	0.0	8.333333333333334e-12	
kıllan	0.0	0.064	0.0	8.333333333333334e-12	
tamponla	0.0	0.064	0.0	8.333333333333334e-12	
suvar	0.0	0.064	0.0	8.333333333333334e-12	
ispiyonla	0.0	0.064	0.0	8.333333333333334e-12	
küflen	0.0	0.064	0.0	8.333333333333334e-12	
kahrol	0.0	0.064	0.0	8.333333333333334e-12	
yemle	0.0	0.064	0.0	8.333333333333334e-12	
perdahla	0.0	0.064	0.0	8.333333333333334e-12	
oynaş	0.0	0.064	0.0	8.333333333333334e-12	
yaraş	0.0	0.064	0.0	8.333333333333334e-12	
hırslan	0.0	0.064	0.0	0.5	
hiddetlen	0.0	0.064	0.0	8.333333333333334e-12	
kurula	0.0	0.064	0.0	8.333333333333334e-12	
üsten	0.0	0.064	0.0	9.090909090909092e-12	
sallandır	0.0	0.064	0.0	9.090909090909092e-12	
rüzgârla	0.0	0.064	0.0	9.090909090909092e-12	
haydala	0.0	0.064	0.0	9.090909090909092e-12	
on	0.0	0.064	0.0	9.090909090909092e-12	
süngüle	0.0	0.064	0.0	9.090909090909092e-12	
çeşnile	0.0	0.064	0.0	9.090909090909092e-12	
itekle	0.0	0.064	0.0	9.090909090909092e-12	
gönen	0.0	0.064	0.0	9.090909090909092e-12	
garipse	0.0	0.064	0.0	9.090909090909092e-12	
sırla	0.0	0.064	0.0	9.090909090909092e-12	
kazıkla	0.0	0.064	0.0	9.090909090909092e-12	
kefenle	0.0	0.064	0.0	9.090909090909092e-12	
sürç	0.0	0.064	0.0	0.09090909090909091	
toz	0.0	0.064	0.0	9.090909090909092e-12	
ihtiyarla	0.0	0.064	0.0	0.09090909090909091	
köhne	0.0	0.064	0.0	9.090909090909092e-12	
hallol	0.0	0.064	0.0	9.090909090909092e-12	
kırış	0.0	0.064	0.0	0.2727272727272727	
endeksle	0.0	0.064	0.0	9.090909090909092e-12	
ovuştur	0.0	0.064	0.0	9.090909090909092e-12	
darbet	0.0	0.064	0.0	0.2	
dinel	0.0	0.064	0.0	1.0000000000000001e-11	
berkit	0.0	0.064	0.0	1.0000000000000001e-11	
körlen	0.0	0.064	0.0	1.0000000000000001e-11	
üfür	0.0	0.064	0.0	1.0000000000000001e-11	
tokuş	0.0	0.064	0.0	0.6	
kutula	0.0	0.064	0.0	1.0000000000000001e-11	
sağalt	0.0	0.064	0.0	1.0000000000000001e-11	
ornat	0.0	0.064	0.0	1.0000000000000001e-11	
marjinalleş	0.0	0.064	0.0	0.4	
tokalaş	0.0	0.064	0.0	1.0000000000000001e-11	
hüzünlen	0.0	0.064	0.0	0.1	
sayfala	0.0	0.064	0.0	1.0000000000000001e-11	
vahyolun	0.0	0.064	0.0	1.0000000000000001e-11	
defnolun	0.0	0.064	0.0	1.0000000000000001e-11	
durula	0.0	0.064	0.0	1.0000000000000001e-11	
bulutlan	0.0	0.064	0.0	1.0000000000000001e-11	
yamul	0.0	0.064	0.0	0.3	
klorla	0.0	0.064	0.0	1.0000000000000001e-11	
bağrış	0.0	0.064	0.0	1.0000000000000001e-11	
vazet	0.0	0.064	0.0	0.1	
alazla	0.0	0.064	0.0	1.0000000000000001e-11	
markala	0.0	0.064	0.0	1.0000000000000001e-11	
cisimlen	0.0	0.064	0.0	0.1	
nakşet	0.0	0.064	0.0	1.0000000000000001e-11	
topalla	0.0	0.064	0.0	1.0000000000000001e-11	
ütüle	0.0	0.064	0.0	1.0000000000000001e-11	
mimle	0.0	0.064	0.0	1.0000000000000001e-11	
akortla	0.0	0.064	0.0	1.0000000000000001e-11	
tepele	0.0	0.064	0.0	1.0000000000000001e-11	
kalayla	0.0	0.064	0.0	1.0000000000000001e-11	
dertleş	0.0	0.064	0.0	1.0000000000000001e-11	
bört	0.0	0.064	0.0	1.0000000000000001e-11	
debelen	0.0	0.064	0.0	1.0000000000000001e-11	
fiyatla	0.0	0.064	0.0	1.0000000000000001e-11	
bekin	0.0	0.064	0.0	1.0000000000000001e-11	
çığır	0.0	0.064	0.0	1.1111111111111111e-11	
zırhlan	0.0	0.064	0.0	1.1111111111111111e-11	
pohpohla	0.0	0.064	0.0	1.1111111111111111e-11	
lezzetlen	0.0	0.064	0.0	0.6666666666666666	
tısla	0.0	0.064	0.0	1.1111111111111111e-11	
darıl	0.0	0.064	0.0	0.1111111111111111	
pisle	0.0	0.064	0.0	0.3333333333333333	
ovala	0.0	0.064	0.0	1.1111111111111111e-11	
köstekle	0.0	0.064	0.0	1.1111111111111111e-11	
kamala	0.0	0.064	0.0	1.1111111111111111e-11	
vidala	0.0	0.064	0.0	1.1111111111111111e-11	
tasarımla	0.0	0.064	0.0	1.1111111111111111e-11	
ilikle	0.0	0.064	0.0	1.1111111111111111e-11	
rastlaş	0.0	0.064	0.0	1.1111111111111111e-11	
savla	0.0	0.064	0.0	1.1111111111111111e-11	
ayakla	0.0	0.064	0.0	1.1111111111111111e-11	
didikle	0.0	0.064	0.0	1.1111111111111111e-11	
mıhla	0.0	0.064	0.0	1.1111111111111111e-11	
çoksa	0.0	0.064	0.0	1.0	
değir	0.0	0.064	0.0	1.1111111111111111e-11	
adımla	0.0	0.064	0.0	1.1111111111111111e-11	
hazzet	0.0	0.064	0.0	1.1111111111111111e-11	
ofla	0.0	0.064	0.0	1.1111111111111111e-11	
tortulan	0.0	0.064	0.0	1.1111111111111111e-11	
zırhlandır	0.0	0.064	0.0	1.1111111111111111e-11	
katış	0.0	0.064	0.0	0.7777777777777778	
antlaş	0.0	0.064	0.0	1.1111111111111111e-11	
dövün	0.0	0.064	0.0	1.1111111111111111e-11	
acındır	0.0	0.064	0.0	1.1111111111111111e-11	
vakumla	0.0	0.064	0.0	1.1111111111111111e-11	
boyla	0.0	0.064	0.0	1.1111111111111111e-11	
kibirlen	0.0	0.064	0.0	0.1111111111111111	
kişne	0.0	0.064	0.0	0.3333333333333333	
affolun	0.0	0.064	0.0	1.25e-11	
üşen	0.0	0.064	0.0	1.25e-11	
anıştır	0.0	0.064	0.0	1.25e-11	
bay	0.0	0.064	0.0	1.25e-11	
bakış	0.0	0.064	0.0	1.25e-11	
tekle	0.0	0.064	0.0	1.25e-11	
uğulda	0.0	0.064	0.0	1.25e-11	
evetle	0.0	0.064	0.0	1.25e-11	
nasbet	0.0	0.064	0.0	1.25e-11	
peydahla	0.0	0.064	0.0	1.25e-11	
sıvış	0.0	0.064	0.0	1.25e-11	
eğle	0.0	0.064	0.0	1.25e-11	
başka	0.0	0.064	0.0	1.25e-11	
ıslıkla	0.0	0.064	0.0	1.25e-11	
lütfet	0.0	0.064	0.0	1.25e-11	
uzaksa	0.0	0.064	0.0	1.25e-11	
çoğulla	0.0	0.064	0.0	1.25e-11	
gocun	0.0	0.064	0.0	0.25	
helalleş	0.0	0.064	0.0	1.25e-11	
vernikle	0.0	0.064	0.0	1.25e-11	
tepin	0.0	0.064	0.0	1.25e-11	
şakla	0.0	0.064	0.0	0.5	
kıkırda	0.0	0.064	0.0	1.25e-11	
yarıla	0.0	0.064	0.0	1.25e-11	
yayla	0.0	0.064	0.0	1.25e-11	
imgele	0.0	0.064	0.0	1.25e-11	
cızla	0.0	0.064	0.0	1.25e-11	
birle	0.0	0.064	0.0	1.25e-11	
ılga	0.0	0.064	0.0	1.25e-11	
ebele	0.0	0.064	0.0	1.25e-11	
güdüle	0.0	0.064	0.0	1.25e-11	
kumla	0.0	0.064	0.0	1.25e-11	
irk	0.0	0.064	0.0	1.25e-11	
şişle	0.0	0.064	0.0	0.125	
makasla	0.0	0.064	0.0	1.25e-11	
sayış	0.0	0.064	0.0	1.25e-11	
astarla	0.0	0.064	0.0	1.4285714285714286e-11	
ıkın	0.0	0.064	0.0	1.4285714285714286e-11	
oydaş	0.0	0.064	0.0	1.4285714285714286e-11	
semir	0.0	0.064	0.0	0.2857142857142857	
dizinle	0.0	0.064	0.0	1.4285714285714286e-11	
inatlaş	0.0	0.064	0.0	1.4285714285714286e-11	
balyala	0.0	0.064	0.0	1.4285714285714286e-11	
süs	0.0	0.064	0.0	1.4285714285714286e-11	
bayatla	0.0	0.064	0.0	0.14285714285714285	
çalka	0.0	0.064	0.0	1.4285714285714286e-11	
sonla	0.0	0.064	0.0	1.4285714285714286e-11	
pençeleş	0.0	0.064	0.0	1.4285714285714286e-11	
omuzla	0.0	0.064	0.0	1.4285714285714286e-11	
okla	0.0	0.064	0.0	1.4285714285714286e-11	
patakla	0.0	0.064	0.0	1.4285714285714286e-11	
tıraşla	0.0	0.064	0.0	1.4285714285714286e-11	
yığış	0.0	0.064	0.0	1.4285714285714286e-11	
pıs	0.0	0.064	0.0	1.4285714285714286e-11	
süratlen	0.0	0.064	0.0	1.4285714285714286e-11	
azıt	0.0	0.064	0.0	1.4285714285714286e-11	
puslan	0.0	0.064	0.0	0.14285714285714285	
vızılda	0.0	0.064	0.0	1.4285714285714286e-11	
yumruklaş	0.0	0.064	0.0	1.4285714285714286e-11	
frezele	0.0	0.064	0.0	1.4285714285714286e-11	
cepheleş	0.0	0.064	0.0	1.6666666666666667e-11	
süslen	0.0	0.064	0.0	1.0	
hakla	0.0	0.064	0.0	1.6666666666666667e-11	
yas	0.0	0.064	0.0	1.6666666666666667e-11	
malala	0.0	0.064	0.0	1.6666666666666667e-11	
çap	0.0	0.064	0.0	1.6666666666666667e-11	
tembihle	0.0	0.064	0.0	1.6666666666666667e-11	
sabahla	0.0	0.064	0.0	1.6666666666666667e-11	
galvanizle	0.0	0.064	0.0	1.6666666666666667e-11	
hidrojenle	0.0	0.064	0.0	1.6666666666666667e-11	
çav	0.0	0.064	0.0	1.6666666666666667e-11	
torbala	0.0	0.064	0.0	1.6666666666666667e-11	
eğele	0.0	0.064	0.0	1.6666666666666667e-11	
çiftle	0.0	0.064	0.0	1.6666666666666667e-11	
esinlen	0.0	0.064	0.0	1.0	
kırın	0.0	0.064	0.0	1.6666666666666667e-11	
kokut	0.0	0.064	0.0	1.6666666666666667e-11	
bekleş	0.0	0.064	0.0	1.6666666666666667e-11	
payla	0.0	0.064	0.0	1.6666666666666667e-11	
soluklan	0.0	0.064	0.0	1.6666666666666667e-11	
bele	0.0	0.064	0.0	1.6666666666666667e-11	
budaklan	0.0	0.064	0.0	1.6666666666666667e-11	
